ID;SrcDatabase;Title;Author;Affiliation;Literature Source;Keyword;Abstract;PubTime;Year;PageCount;Abstract_Orig
P135;期刊;清末广东省留日运动探析;"高龙;";"暨南大学历史学系;";商丘师范学院学报;"清末;;广东;;留日运动";20世纪前10年,在清政府的直接推动下,面对日益危亡的社会现实,大批士人或出于自强救国的理想,或出于自身前途的考量,纷纷东渡求学。在此次留学浪潮中,各省因受不同的政治、经济、地理等环境的影响,出现了各自相异的情形。广东作为近代史上举足轻重的地区,在地方政府的直接推动下,士人广泛参与,逐步成为留日大省,并因自身独特的经济、历史背景而呈现出迥异于他省的发展路径。粤籍留日学生也因接受新知与开化风气的影响,大多产生革命思想,最终走上了革命道路。;2012-07-15;2012;98-101;
P315;期刊;三十年代留日学生革命活动片断;刘坚;广州市外语学校 原校长、广州留东同学会副会长;广东党史;"留日学生;国民党;革命活动;林基路;";30年代中期,中国留学日本的学生比较多。1935年,不完全统计,仅在东京就约有5000多人。其中有一批共产党员、共青团员和革命青年在国内进行地下革命斗争,由于党、团组织遭受国民党反动派破坏,在当地继续进行革命活动有困难,而转移到日本,在留日学生中开展革命活动,并在当时被称为“马克思主义东方图书馆”的东;1997-04-15;1997;32-33+20;
P471;辑刊;战前に工学を专攻した中国人留日学生について;"王海兵;石田文彦;";"上越教育大学;";机械技术史;"Chinese graduates;;engineering;;higher education;;mechanical engineering";在中日战争结束的次年，1896年，中国政府首次派遣13名学生前往日本学习西方文明。本文研究了1904年第一名学生毕业到第二次世界大战结束的1945年这42年间，在日本的高等教育机构（如大学或高等技术学校）学习工程的中国毕业生。作者调查了中国学生毕业的学校、中国毕业生的数量、他们的专业和出生省份。此外，作者还提到了在日本学习机械工程并返回中国的毕业生的职业。;2000-10-31;2000;;In the next year following the end of Sino-Japanese War,1896,Chinese government first began to send 13 students to Japan to study Western civilization.This paper deals with the Chinese graduates who studied engineering at the institutions of higher education,such as universities or higher technical schools for 42 years from 1904 when a first student graduated to 1945 of the end of World WarⅡ.The authors investigate the institutions from which Chinese students graduated,the number of Chinese graduates,their majors and native provinces. Furthermore,the authors refer to the occupations of the graduates who studied mechanical engineering in Japan and returned to China.
P459;辑刊;理·工学を专攻した中国人留日学生の社会的活动;"石田文彥;";"上越教育大学;";机械技术史及机械设计;"Chinese graduates;;science or engineering;;going home;;social activities";在第二次世界大战结束的1945年之前，专攻日本高等教育机构的科学或工程学的中国学生，并从中毕业的，共有1,869人。本文通过他们回国后的工作讨论了这些毕业生的社会活动。1,184人，占总毕业生的63.3%，对他们的工作领域有明确的决策。他们作为技术官僚为工业管理的现代化工作，作为教授培养工程师，作为研究员引入现代科学和工程，或者作为工程师为纺织或化学工业等行业的发展工作。;2006-10-31;2006;;The number of Chinese students who specialized in science or engineering at higher educational institutions in Japan,and graduated from them,was 1,869 before 1945 of the end of the Second World War. This paper discusses the social activities of these graduates through their jobs after going home.1,184 persons,63.3% of the total graduates had clear decisions of the area of their job.They worked for the modernization of industrial administration as technocrats,for the fostering of engineers as professors,for the introduction of modern science and engineering as researchers,or for the development of industries such as textile or chemical industries as engineers.
P128;期刊;清末游学生监督处《官报》中的贵州留日学生;"梁中美;";"贵州师范学院历史与社会学院;";兰台世界;"留日学生;《官报》;宏文学院;傅良弼;";"官报的创刊和价值官报创刊于光绪三十二年(1906)十二月,是清政府学部设在东京驻日公使馆内的""游学生监督处""所办的月刊,至宣统二年十二月(1911年1月),共刊行50期。它记录了1907年至1910年四年间与留日直接相关的各类奏折、文牍、调查报告、经费底账等各方面的内容。其中关于留学生的各类调查表格,大约涵盖了此四年间一万多名留日学生的各种相关信息。因此作为研究清末民国时期留日归国各类人物的档案极为珍贵。然而笔";2012-09-06;2012;26-27;
P403;辑刊;1930年代中国留日学生的演剧活动再考(续);"小谷一郎;王建华;";上海鲁迅研究;上海鲁迅研究;"协进会;宣传册;戏剧座谈会;《留东新闻》;演剧活动;中国留日学生;";"我拜访早稻田大学演剧博物馆时,意外地看到了中国戏剧座谈会第一次公演视察专员和决堤的""宣传册"",这已在前文已经介绍过了。~②但是,早稻田大学演剧博物馆的资料还不止这些,我还发现了中华国际戏剧协进会第一次公演和中华国际";2020-04-30;2019;;
P338;期刊;中国留日学生的归国运动;"小岛淑男;李吉奎;";中山大学学报论丛;中山大学学报论丛;"朝日新闻;留学生;留日学生;";留日学生的归国运动 1.武昌起义后的留日学生留日学生通过电报从国内得到10月10日武昌起义与11日湖北军政府成立的消息后,很快计划在13日晚假留学生会馆集会。但是,由于清朝公使馆的压力而中止,故改在他们中多数住宿的神田、本乡、牛、小石川等区内,以各省同乡会、某某同志会等名义集会,继续讨论今后的对策。据当时日本报纸报道,湖南同乡会的集会(在神田三崎町)约30人,两湖会的集会;1992-02-20;1992;196-211;
P094;期刊;清末留日热潮的原因探析;"汤燕;";"江苏省苏州大学教育学院;";教育艺术;"日本明治维新;《劝学篇》;原因探析;留日热潮;";留日运动的原因(一)日本明治维新的成功和中国民族危机的推动19世纪中后期日本以萨摩和长州两藩中下级武士为首的革新派在明治天皇的支持下进行的政治、经济、军事、教育等方面的大改革,史称明治维新运动。它促使日本由一个半殖民地半封建的弱国迅速变成一个可以和资本主义国家并驾齐驱的强国,并在外交上逐渐对外扩张,在1894年对中国宣战,发动中日甲午战争。中国在甲午战争中的;2014-02-20;2014;75;
P169;中国会议;留日三杰与辛亥革命——兼议宫崎滔天的鼎力襄助;"贾蕙萱;";"北京大学国际关系学院;";中日关系史研究·2011年第3期（总第104期）;"宫崎滔天;廖仲恺;孙中山;鉴湖女侠;";解题人之读书,由于阅历、兴趣、诉求等不尽相同,感受自然有异。当我拜读清末民初中国人留学日本及辛亥革命的相关书籍、史料时,那文才武略的民国第二号元勋黄兴、惊心魂、动苍穹的廖仲恺、鉴湖侠女秋瑾的形象便深深地铭刻于我的脑际,他们那种爱国热忱、血气方刚的性格及不屈不挠的革命精神,使我由衷地称赞其为留日三杰。;2011-09-01;2011;15;
P408;辑刊;20世纪30年代中国留日学生的演剧活动再考——关于中华戏剧座谈会第一次公演的评论与中华国际戏剧协进会等;"小谷一郎;王建华;";上海鲁迅研究;上海鲁迅研究;"戏剧座谈会;演剧活动;协进会;中国留日学生;";"中华戏剧座谈会首次公演果戈理的视察专员和吴天的决堤,是1935年11月29日、30日在筑地小剧场举行。他们对这次公演的干劲正如前文所述的那样~②。那么,中华戏剧座谈会的首次公演社会评价又是怎样的呢?公演之后的1935年12月6日发行的留东新闻第11期的文艺栏目一叶文艺,该刊是中华戏剧座谈会首次公演的""剧评专号""。其中刊登的有如下三文:任白戈:看了""戏剧座谈会""公演之后";2019-10-31;2019;;
P415;辑刊;1930年代中国留日学生的演剧活动再考——关于中华戏剧座谈会及其第一次公演果戈理的《视察专员》;"小谷一郎;王建华;";上海鲁迅研究;上海鲁迅研究;"戏剧座谈会;留日学生;《视察专员》;演剧活动;果戈理;";"相较其他留日学生演出团体,中华戏剧座谈会还保留着一些史料,但目前还不知道该会的成立时间与地点。日文研究第3号刊载的中华戏剧座谈会第一次的""公演广告""。日文研究第3号发行时间是1935年10月15日。由此可以推断,在1935年10月15日前中华戏剧座谈会已经组成,甚至公演的内容也定了。同时,1935年11月1日发行的留东新闻第10期中,刊载了中";2018-07-31;2018;;
P371;期刊;中国留日学生与拒俄运动;李喜所;天津师院学报;天津师院学报;"军国民教育会;清政府;改良派;革命派;拒俄运动;中国留日学生;留学生;";一九○三年的拒俄运动是中国近代史上一次规模宏大的反帝爱国运动。这次运动遍及东北、上海、北京、天津、湖南、湖北、安徽,广东、福建、新疆和海外华侨,而在日本东京的中国留学生则是这次运动的发起者和骨干力量。本文试就东京中国留学生拒俄运动的发展过程及其功绩和影响作一些粗浅的探讨。;1981-05-01;1981;51-54;
P376;期刊;彭湃烈士与一九一九年五月七日中国留日学生东京示威游行运动;"方回;";历史研究;历史研究;"中国留日学生;";一九一五年(民国四年)五月七日,日本向我国提出二十一条,五月九日袁世凯政府接受日本的条欵。全国人民为此大哗,纷纷抗议。一九一八年,日本又要求我国共同出兵。当时留日中国学生受刺激最深,愤慨亦最甚,因有全体归国的决定。而在这一年的五月七日,又发生了四十六名代表为日本警察所捕的事,更促成了归国的决心。但是这时候黎元洪段祺瑞诸人常权,对于这般留日学生的『效秦庭七日之哭』、『哀恳政府不予签字』,自然是置诸不理。留日学生回国以后,以无结果,于;1954-04-15;1954;84;
